ID,Imię,Nazwisko,Dział,Stanowisko,Wynagrodzenie,Premia,Waluta,Data wypłaty,Email,Telefon,Miasto,Kraj,Umowa,Staż lata,Godziny,Status,Ocena,Projekt,Opis
118,"Imię 118","Nazwisko 118",Sprzedaż,Pracownik,5300,900,PLN,2026-09-07,user118@example.com,+48100100118,Warszawa,Polska,UoP,11,198,Aktywny,4,"Projekt 118","Rozliczenie miesiąca dla użytkownika 118"
119,"Imię 119","Nazwisko 119",Logistyka,Pracownik,5400,0,PLN,2026-09-08,user119@example.com,+48100100119,Warszawa,Polska,UoP,12,199,Aktywny,5,"Projekt 119","Rozliczenie miesiąca dla użytkownika 119"
120,"Imię 120","Nazwisko 120",Sprzedaż,Specjalista,5500,150,PLN,2026-09-09,user120@example.com,+48100100120,Warszawa,Polska,UoP,1,160,Aktywny,1,"Projekt 120","Rozliczenie miesiąca dla użytkownika 120"
121,"Imię 121","Nazwisko 121",Logistyka,Pracownik,5600,300,PLN,2026-09-10,user121@example.com,+48100100121,Warszawa,Polska,UoP,2,161,Aktywny,2,"Projekt 121","Rozliczenie miesiąca dla użytkownika 121"
122,"Imię 122","Nazwisko 122",Sprzedaż,Pracownik,5700,450,PLN,2026-09-11,user122@example.com,+48100100122,Warszawa,Polska,UoP,3,162,Aktywny,3,"Projekt 122","Rozliczenie miesiąca dla użytkownika 122"
123,"Imię 123","Nazwisko 123",Logistyka,Specjalista,5800,600,PLN,2026-09-12,user123@example.com,+48100100123,Warszawa,Polska,UoP,4,163,Aktywny,4,"Projekt 123","Rozliczenie miesiąca dla użytkownika 123"
124,"Imię 124","Nazwisko 124",Sprzedaż,Pracownik,5900,750,PLN,2026-09-13,user124@example.com,+48100100124,Warszawa,Polska,UoP,5,164,Aktywny,5,"Projekt 124","Rozliczenie miesiąca dla użytkownika 124"
125,"Imię 125","Nazwisko 125",Logistyka,Pracownik,3500,900,PLN,2026-09-14,user125@example.com,+48100100125,Warszawa,Polska,UoP,6,165,Aktywny,1,"Projekt 125","Rozliczenie miesiąca dla użytkownika 125"
126,"Imię 126","Nazwisko 126",Sprzedaż,Specjalista,3600,0,PLN,2026-09-15,user126@example.com,+48100100126,Warszawa,Polska,UoP,7,166,Aktywny,2,"Projekt 126","Rozliczenie miesiąca dla użytkownika 126"
127,"Imię 127","Nazwisko 127",Logistyka,Pracownik,3700,150,PLN,2026-09-16,user127@example.com,+48100100127,Warszawa,Polska,UoP,8,167,Aktywny,3,"Projekt 127","Rozliczenie miesiąca dla użytkownika 127"
128,"Imię 128","Nazwisko 128",Sprzedaż,Pracownik,3800,300,PLN,2026-09-17,user128@example.com,+48100100128,Warszawa,Polska,UoP,9,168,Aktywny,4,"Projekt 128","Rozliczenie miesiąca dla użytkownika 128"
129,"Imię 129","Nazwisko 129",Logistyka,Specjalista,3900,450,PLN,2026-09-18,user129@example.com,+48100100129,Warszawa,Polska,UoP,10,169,Aktywny,5,"Projekt 129","Rozliczenie miesiąca dla użytkownika 129"
130,"Imię 130","Nazwisko 130",Sprzedaż,Pracownik,4000,600,PLN,2026-09-19,user130@example.com,+48100100130,Warszawa,Polska,UoP,11,170,Aktywny,1,"Projekt 130","Rozliczenie miesiąca dla użytkownika 130"
131,"Imię 131","Nazwisko 131",Logistyka,Pracownik,4100,750,PLN,2026-09-20,user131@example.com,+48100100131,Warszawa,Polska,UoP,12,171,Aktywny,2,"Projekt 131","Rozliczenie miesiąca dla użytkownika 131"
132,"Imię 132","Nazwisko 132",Sprzedaż,Specjalista,4200,900,PLN,2026-09-21,user132@example.com,+48100100132,Warszawa,Polska,UoP,1,172,Aktywny,3,"Projekt 132","Rozliczenie miesiąca dla użytkownika 132"
133,"Imię 133","Nazwisko 133",Logistyka,Pracownik,4300,0,PLN,2026-09-22,user133@example.com,+48100100133,Warszawa,Polska,UoP,2,173,Aktywny,4,"Projekt 133","Rozliczenie miesiąca dla użytkownika 133"
134,"Imię 134","Nazwisko 134",Sprzedaż,Pracownik,4400,150,PLN,2026-09-23,user134@example.com,+48100100134,Warszawa,Polska,UoP,3,174,Aktywny,5,"Projekt 134","Rozliczenie miesiąca dla użytkownika 134"
135,"Imię 135","Nazwisko 135",Logistyka,Specjalista,4500,300,PLN,2026-09-24,user135@example.com,+48100100135,Warszawa,Polska,UoP,4,175,Aktywny,1,"Projekt 135","Rozliczenie miesiąca dla użytkownika 135"
136,"Imię 136","Nazwisko 136",Sprzedaż,Pracownik,4600,450,PLN,2026-09-25,user136@example.com,+48100100136,Warszawa,Polska,UoP,5,176,Aktywny,2,"Projekt 136","Rozliczenie miesiąca dla użytkownika 136"
137,"Imię 137","Nazwisko 137",Logistyka,Pracownik,4700,600,PLN,2026-09-26,user137@example.com,+48100100137,Warszawa,Polska,UoP,6,177,Aktywny,3,"Projekt 137","Rozliczenie miesiąca dla użytkownika 137"
138,"Imię 138","Nazwisko 138",Sprzedaż,Specjalista,4800,750,PLN,2026-09-27,user138@example.com,+48100100138,Warszawa,Polska,UoP,7,178,Aktywny,4,"Projekt 138","Rozliczenie miesiąca dla użytkownika 138"
139,"Imię 139","Nazwisko 139",Logistyka,Pracownik,4900,900,PLN,2026-09-28,user139@example.com,+48100100139,Warszawa,Polska,UoP,8,179,Aktywny,5,"Projekt 139","Rozliczenie miesiąca dla użytkownika 139"
140,"Imię 140","Nazwisko 140",Sprzedaż,Pracownik,5000,0,PLN,2026-09-01,user140@example.com,+48100100140,Warszawa,Polska,UoP,9,180,Aktywny,1,"Projekt 140","Rozliczenie miesiąca dla użytkownika 140"
141,"Imię 141","Nazwisko 141",Logistyka,Specjalista,5100,150,PLN,2026-09-02,user141@example.com,+48100100141,Warszawa,Polska,UoP,10,181,Aktywny,2,"Projekt 141","Rozliczenie miesiąca dla użytkownika 141"
142,"Imię 142","Nazwisko 142",Sprzedaż,Pracownik,5200,300,PLN,2026-09-03,user142@example.com,+48100100142,Warszawa,Polska,UoP,11,182,Aktywny,3,"Projekt 142","Rozliczenie miesiąca dla użytkownika 142"
143,"Imię 143","Nazwisko 143",Logistyka,Pracownik,5300,450,PLN,2026-09-04,user143@example.com,+48100100143,Warszawa,Polska,UoP,12,183,Aktywny,4,"Projekt 143","Rozliczenie miesiąca dla użytkownika 143"
144,"Imię 144","Nazwisko 144",Sprzedaż,Specjalista,5400,600,PLN,2026-09-05,user144@example.com,+48100100144,Warszawa,Polska,UoP,1,184,Aktywny,5,"Projekt 144","Rozliczenie miesiąca dla użytkownika 144"
145,"Imię 145","Nazwisko 145",Logistyka,Pracownik,5500,750,PLN,2026-09-06,user145@example.com,+48100100145,Warszawa,Polska,UoP,2,185,Aktywny,1,"Projekt 145","Rozliczenie miesiąca dla użytkownika 145"
146,"Imię 146","Nazwisko 146",Sprzedaż,Pracownik,5600,900,PLN,2026-09-07,user146@example.com,+48100100146,Warszawa,Polska,UoP,3,186,Aktywny,2,"Projekt 146","Rozliczenie miesiąca dla użytkownika 146"
147,"Imię 147","Nazwisko 147",Logistyka,Specjalista,5700,0,PLN,2026-09-08,user147@example.com,+48100100147,Warszawa,Polska,UoP,4,187,Aktywny,3,"Projekt 147","Rozliczenie miesiąca dla użytkownika 147"
148,"Imię 148","Nazwisko 148",Sprzedaż,Pracownik,5800,150,PLN,2026-09-09,user148@example.com,+48100100148,Warszawa,Polska,UoP,5,188,Aktywny,4,"Projekt 148","Rozliczenie miesiąca dla użytkownika 148"
149,"Imię 149","Nazwisko 149",Logistyka,Pracownik,5900,300,PLN,2026-09-10,user149@example.com,+48100100149,Warszawa,Polska,UoP,6,189,Aktywny,5,"Projekt 149","Rozliczenie miesiąca dla użytkownika 149"
150,"Imię 150","Nazwisko 150",Sprzedaż,Specjalista,3500,450,PLN,2026-09-11,user150@example.com,+48100100150,Warszawa,Polska,UoP,7,190,Aktywny,1,"Projekt 150","Rozliczenie miesiąca dla użytkownika 150"
151,"Imię 151","Nazwisko 151",Logistyka,Pracownik,3600,600,PLN,2026-09-12,user151@example.com,+48100100151,Warszawa,Polska,UoP,8,191,Aktywny,2,"Projekt 151","Rozliczenie miesiąca dla użytkownika 151"
152,"Imię 152","Nazwisko 152",Sprzedaż,Pracownik,3700,750,PLN,2026-09-13,user152@example.com,+48100100152,Warszawa,Polska,UoP,9,192,Aktywny,3,"Projekt 152","Rozliczenie miesiąca dla użytkownika 152"
153,"Imię 153","Nazwisko 153",Logistyka,Specjalista,3800,900,PLN,2026-09-14,user153@example.com,+48100100153,Warszawa,Polska,UoP,10,193,Aktywny,4,"Projekt 153","Rozliczenie miesiąca dla użytkownika 153"
154,"Imię 154","Nazwisko 154",Sprzedaż,Pracownik,3900,0,PLN,2026-09-15,user154@example.com,+48100100154,Warszawa,Polska,UoP,11,194,Aktywny,5,"Projekt 154","Rozliczenie miesiąca dla użytkownika 154"
155,"Imię 155","Nazwisko 155",Logistyka,Pracownik,4000,150,PLN,2026-09-16,user155@example.com,+48100100155,Warszawa,Polska,UoP,12,195,Aktywny,1,"Projekt 155","Rozliczenie miesiąca dla użytkownika 155"
156,"Imię 156","Nazwisko 156",Sprzedaż,Specjalista,4100,300,PLN,2026-09-17,user156@example.com,+48100100156,Warszawa,Polska,UoP,1,196,Aktywny,2,"Projekt 156","Rozliczenie miesiąca dla użytkownika 156"
157,"Imię 157","Nazwisko 157",Logistyka,Pracownik,4200,450,PLN,2026-09-18,user157@example.com,+48100100157,Warszawa,Polska,UoP,2,197,Aktywny,3,"Projekt 157","Rozliczenie miesiąca dla użytkownika 157"
158,"Imię 158","Nazwisko 158",Sprzedaż,Pracownik,4300,600,PLN,2026-09-19,user158@example.com,+48100100158,Warszawa,Polska,UoP,3,198,Aktywny,4,"Projekt 158","Rozliczenie miesiąca dla użytkownika 158"
159,"Imię 159","Nazwisko 159",Logistyka,Specjalista,4400,750,PLN,2026-09-20,user159@example.com,+48100100159,Warszawa,Polska,UoP,4,199,Aktywny,5,"Projekt 159","Rozliczenie miesiąca dla użytkownika 159"
160,"Imię 160","Nazwisko 160",Sprzedaż,Pracownik,4500,900,PLN,2026-09-21,user160@example.com,+48100100160,Warszawa,Polska,UoP,5,160,Aktywny,1,"Projekt 160","Rozliczenie miesiąca dla użytkownika 160"
161,"Imię 161","Nazwisko 161",Logistyka,Pracownik,4600,0,PLN,2026-09-22,user161@example.com,+48100100161,Warszawa,Polska,UoP,6,161,Aktywny,2,"Projekt 161","Rozliczenie miesiąca dla użytkownika 161"
162,"Imię 162","Nazwisko 162",Sprzedaż,Specjalista,4700,150,PLN,2026-09-23,user162@example.com,+48100100162,Warszawa,Polska,UoP,7,162,Aktywny,3,"Projekt 162","Rozliczenie miesiąca dla użytkownika 162"
163,"Imię 163","Nazwisko 163",Logistyka,Pracownik,4800,300,PLN,2026-09-24,user163@example.com,+48100100163,Warszawa,Polska,UoP,8,163,Aktywny,4,"Projekt 163","Rozliczenie miesiąca dla użytkownika 163"
164,"Imię 164","Nazwisko 164",Sprzedaż,Pracownik,4900,450,PLN,2026-09-25,user164@example.com,+48100100164,Warszawa,Polska,UoP,9,164,Aktywny,5,"Projekt 164","Rozliczenie miesiąca dla użytkownika 164"
165,"Imię 165","Nazwisko 165",Logistyka,Specjalista,5000,600,PLN,2026-09-26,user165@example.com,+48100100165,Warszawa,Polska,UoP,10,165,Aktywny,1,"Projekt 165","Rozliczenie miesiąca dla użytkownika 165"
166,"Imię 166","Nazwisko 166",Sprzedaż,Pracownik,5100,750,PLN,2026-09-27,user166@example.com,+48100100166,Warszawa,Polska,UoP,11,166,Aktywny,2,"Projekt 166","Rozliczenie miesiąca dla użytkownika 166"
167,"Imię 167","Nazwisko 167",Logistyka,Pracownik,5200,900,PLN,2026-09-28,user167@example.com,+48100100167,Warszawa,Polska,UoP,12,167,Aktywny,3,"Projekt 167","Rozliczenie miesiąca dla użytkownika 167"
168,"Imię 168","Nazwisko 168",Sprzedaż,Specjalista,5300,0,PLN,2026-09-01,user168@example.com,+48100100168,Warszawa,Polska,UoP,1,168,Aktywny,4,"Projekt 168","Rozliczenie miesiąca dla użytkownika 168"
169,"Imię 169","Nazwisko 169",Logistyka,Pracownik,5400,150,PLN,2026-09-02,user169@example.com,+48100100169,Warszawa,Polska,UoP,2,169,Aktywny,5,"Projekt 169","Rozliczenie miesiąca dla użytkownika 169"
170,"Imię 170","Nazwisko 170",Sprzedaż,Pracownik,5500,300,PLN,2026-09-03,user170@example.com,+48100100170,Warszawa,Polska,UoP,3,170,Aktywny,1,"Projekt 170","Rozliczenie miesiąca dla użytkownika 170"
171,"Imię 171","Nazwisko 171",Logistyka,Specjalista,5600,450,PLN,2026-09-04,user171@example.com,+48100100171,Warszawa,Polska,UoP,4,171,Aktywny,2,"Projekt 171","Rozliczenie miesiąca dla użytkownika 171"
172,"Imię 172","Nazwisko 172",Sprzedaż,Pracownik,5700,600,PLN,2026-09-05,user172@example.com,+48100100172,Warszawa,Polska,UoP,5,172,Aktywny,3,"Projekt 172","Rozliczenie miesiąca dla użytkownika 172"
173,"Imię 173","Nazwisko 173",Logistyka,Pracownik,5800,750,PLN,2026-09-06,user173@example.com,+48100100173,Warszawa,Polska,UoP,6,173,Aktywny,4,"Projekt 173","Rozliczenie miesiąca dla użytkownika 173"
174,"Imię 174","Nazwisko 174",Sprzedaż,Specjalista,5900,900,PLN,2026-09-07,user174@example.com,+48100100174,Warszawa,Polska,UoP,7,174,Aktywny,5,"Projekt 174","Rozliczenie miesiąca dla użytkownika 174"
175,"Imię 175","Nazwisko 175",Logistyka,Pracownik,3500,0,PLN,2026-09-08,user175@example.com,+48100100175,Warszawa,Polska,UoP,8,175,Aktywny,1,"Projekt 175","Rozliczenie miesiąca dla użytkownika 175"
176,"Imię 176","Nazwisko 176",Sprzedaż,Pracownik,3600,150,PLN,2026-09-09,user176@example.com,+48100100176,Warszawa,Polska,UoP,9,176,Aktywny,2,"Projekt 176","Rozliczenie miesiąca dla użytkownika 176"
177,"Imię 177","Nazwisko 177",Logistyka,Specjalista,3700,300,PLN,2026-09-10,user177@example.com,+48100100177,Warszawa,Polska,UoP,10,177,Aktywny,3,"Projekt 177","Rozliczenie miesiąca dla użytkownika 177"
178,"Imię 178","Nazwisko 178",Sprzedaż,Pracownik,3800,450,PLN,2026-09-11,user178@example.com,+48100100178,Warszawa,Polska,UoP,11,178,Aktywny,4,"Projekt 178","Rozliczenie miesiąca dla użytkownika 178"
179,"Imię 179","Nazwisko 179",Logistyka,Pracownik,3900,600,PLN,2026-09-12,user179@example.com,+48100100179,Warszawa,Polska,UoP,12,179,Aktywny,5,"Projekt 179","Rozliczenie miesiąca dla użytkownika 179"
180,"Imię 180","Nazwisko 180",Sprzedaż,Specjalista,4000,750,PLN,2026-09-13,user180@example.com,+48100100180,Warszawa,Polska,UoP,1,180,Aktywny,1,"Projekt 180","Rozliczenie miesiąca dla użytkownika 180"
181,"Imię 181","Nazwisko 181",Logistyka,Pracownik,4100,900,PLN,2026-09-14,user181@example.com,+48100100181,Warszawa,Polska,UoP,2,181,Aktywny,2,"Projekt 181","Rozliczenie miesiąca dla użytkownika 181"
182,"Imię 182","Nazwisko 182",Sprzedaż,Pracownik,4200,0,PLN,2026-09-15,user182@example.com,+48100100182,Warszawa,Polska,UoP,3,182,Aktywny,3,"Projekt 182","Rozliczenie miesiąca dla użytkownika 182"
183,"Imię 183","Nazwisko 183",Logistyka,Specjalista,4300,150,PLN,2026-09-16,user183@example.com,+48100100183,Warszawa,Polska,UoP,4,183,Aktywny,4,"Projekt 183","Rozliczenie miesiąca dla użytkownika 183"
184,"Imię 184","Nazwisko 184",Sprzedaż,Pracownik,4400,300,PLN,2026-09-17,user184@example.com,+48100100184,Warszawa,Polska,UoP,5,184,Aktywny,5,"Projekt 184","Rozliczenie miesiąca dla użytkownika 184"
185,"Imię 185","Nazwisko 185",Logistyka,Pracownik,4500,450,PLN,2026-09-18,user185@example.com,+48100100185,Warszawa,Polska,UoP,6,185,Aktywny,1,"Projekt 185","Rozliczenie miesiąca dla użytkownika 185"
186,"Imię 186","Nazwisko 186",Sprzedaż,Specjalista,4600,600,PLN,2026-09-19,user186@example.com,+48100100186,Warszawa,Polska,UoP,7,186,Aktywny,2,"Projekt 186","Rozliczenie miesiąca dla użytkownika 186"
187,"Imię 187","Nazwisko 187",Logistyka,Pracownik,4700,750,PLN,2026-09-20,user187@example.com,+48100100187,Warszawa,Polska,UoP,8,187,Aktywny,3,"Projekt 187","Rozliczenie miesiąca dla użytkownika 187"
188,"Imię 188","Nazwisko 188",Sprzedaż,Pracownik,4800,900,PLN,2026-09-21,user188@example.com,+48100100188,Warszawa,Polska,UoP,9,188,Aktywny,4,"Projekt 188","Rozliczenie miesiąca dla użytkownika 188"
189,"Imię 189","Nazwisko 189",Logistyka,Specjalista,4900,0,PLN,2026-09-22,user189@example.com,+48100100189,Warszawa,Polska,UoP,10,189,Aktywny,5,"Projekt 189","Rozliczenie miesiąca dla użytkownika 189"
190,"Imię 190","Nazwisko 190",Sprzedaż,Pracownik,5000,150,PLN,2026-09-23,user190@example.com,+48100100190,Warszawa,Polska,UoP,11,190,Aktywny,1,"Projekt 190","Rozliczenie miesiąca dla użytkownika 190"
191,"Imię 191","Nazwisko 191",Logistyka,Pracownik,5100,300,PLN,2026-09-24,user191@example.com,+48100100191,Warszawa,Polska,UoP,12,191,Aktywny,2,"Projekt 191","Rozliczenie miesiąca dla użytkownika 191"
192,"Imię 192","Nazwisko 192",Sprzedaż,Specjalista,5200,450,PLN,2026-09-25,user192@example.com,+48100100192,Warszawa,Polska,UoP,1,192,Aktywny,3,"Projekt 192","Rozliczenie miesiąca dla użytkownika 192"
193,"Imię 193","Nazwisko 193",Logistyka,Pracownik,5300,600,PLN,2026-09-26,user193@example.com,+48100100193,Warszawa,Polska,UoP,2,193,Aktywny,4,"Projekt 193","Rozliczenie miesiąca dla użytkownika 193"
194,"Imię 194","Nazwisko 194",Sprzedaż,Pracownik,5400,750,PLN,2026-09-27,user194@example.com,+48100100194,Warszawa,Polska,UoP,3,194,Aktywny,5,"Projekt 194","Rozliczenie miesiąca dla użytkownika 194"
195,"Imię 195","Nazwisko 195",Logistyka,Specjalista,5500,900,PLN,2026-09-28,user195@example.com,+48100100195,Warszawa,Polska,UoP,4,195,Aktywny,1,"Projekt 195","Rozliczenie miesiąca dla użytkownika 195"
196,"Imię 196","Nazwisko 196",Sprzedaż,Pracownik,5600,0,PLN,2026-09-01,user196@example.com,+48100100196,Warszawa,Polska,UoP,5,196,Aktywny,2,"Projekt 196","Rozliczenie miesiąca dla użytkownika 196"
197,"Imię 197","Nazwisko 197",Logistyka,Pracownik,5700,150,PLN,2026-09-02,user197@example.com,+48100100197,Warszawa,Polska,UoP,6,197,Aktywny,3,"Projekt 197","Rozliczenie miesiąca dla użytkownika 197"
198,"Imię 198","Nazwisko 198",Sprzedaż,Specjalista,5800,300,PLN,2026-09-03,user198@example.com,+48100100198,Warszawa,Polska,UoP,7,198,Aktywny,4,"Projekt 198","Rozliczenie miesiąca dla użytkownika 198"
199,"Imię 199","Nazwisko 199",Logistyka,Pracownik,5900,450,PLN,2026-09-04,user199@example.com,+48100100199,Warszawa,Polska,UoP,8,199,Aktywny,5,"Projekt 199","Rozliczenie miesiąca dla użytkownika 199"
200,"Imię 200","Nazwisko 200",Sprzedaż,Pracownik,3500,600,PLN,2026-09-05,user200@example.com,+48100100200,Warszawa,Polska,UoP,9,160,Aktywny,1,"Projekt 200","Rozliczenie miesiąca dla użytkownika 200"
201,"Imię 201","Nazwisko 201",Logistyka,Specjalista,3600,750,PLN,2026-09-06,user201@example.com,+48100100201,Warszawa,Polska,UoP,10,161,Aktywny,2,"Projekt 201","Rozliczenie miesiąca dla użytkownika 201"
202,"Imię 202","Nazwisko 202",Sprzedaż,Pracownik,3700,900,PLN,2026-09-07,user202@example.com,+48100100202,Warszawa,Polska,UoP,11,162,Aktywny,3,"Projekt 202","Rozliczenie miesiąca dla użytkownika 202"
203,"Imię 203","Nazwisko 203",Logistyka,Pracownik,3800,0,PLN,2026-09-08,user203@example.com,+48100100203,Warszawa,Polska,UoP,12,163,Aktywny,4,"Projekt 203","Rozliczenie miesiąca dla użytkownika 203"
204,"Imię 204","Nazwisko 204",Sprzedaż,Specjalista,3900,150,PLN,2026-09-09,user204@example.com,+48100100204,Warszawa,Polska,UoP,1,164,Aktywny,5,"Projekt 204","Rozliczenie miesiąca dla użytkownika 204"
205,"Imię 205","Nazwisko 205",Logistyka,Pracownik,4000,300,PLN,2026-09-10,user205@example.com,+48100100205,Warszawa,Polska,UoP,2,165,Aktywny,1,"Projekt 205","Rozliczenie miesiąca dla użytkownika 205"
206,"Imię 206","Nazwisko 206",Sprzedaż,Pracownik,4100,450,PLN,2026-09-11,user206@example.com,+48100100206,Warszawa,Polska,UoP,3,166,Aktywny,2,"Projekt 206","Rozliczenie miesiąca dla użytkownika 206"
207,"Imię 207","Nazwisko 207",Logistyka,Specjalista,4200,600,PLN,2026-09-12,user207@example.com,+48100100207,Warszawa,Polska,UoP,4,167,Aktywny,3,"Projekt 207","Rozliczenie miesiąca dla użytkownika 207"
208,"Imię 208","Nazwisko 208",Sprzedaż,Pracownik,4300,750,PLN,2026-09-13,user208@example.com,+48100100208,Warszawa,Polska,UoP,5,168,Aktywny,4,"Projekt 208","Rozliczenie miesiąca dla użytkownika 208"
209,"Imię 209","Nazwisko 209",Logistyka,Pracownik,4400,900,PLN,2026-09-14,user209@example.com,+48100100209,Warszawa,Polska,UoP,6,169,Aktywny,5,"Projekt 209","Rozliczenie miesiąca dla użytkownika 209"
210,"Imię 210","Nazwisko 210",Sprzedaż,Specjalista,4500,0,PLN,2026-09-15,user210@example.com,+48100100210,Warszawa,Polska,UoP,7,170,Aktywny,1,"Projekt 210","Rozliczenie miesiąca dla użytkownika 210"
211,"Imię 211","Nazwisko 211",Logistyka,Pracownik,4600,150,PLN,2026-09-16,user211@example.com,+48100100211,Warszawa,Polska,UoP,8,171,Aktywny,2,"Projekt 211","Rozliczenie miesiąca dla użytkownika 211"
212,"Imię 212","Nazwisko 212",Sprzedaż,Pracownik,4700,300,PLN,2026-09-17,user212@example.com,+48100100212,Warszawa,Polska,UoP,9,172,Aktywny,3,"Projekt 212","Rozliczenie miesiąca dla użytkownika 212"
213,"Imię 213","Nazwisko 213",Logistyka,Specjalista,4800,450,PLN,2026-09-18,user213@example.com,+48100100213,Warszawa,Polska,UoP,10,173,Aktywny,4,"Projekt 213","Rozliczenie miesiąca dla użytkownika 213"
214,"Imię 214","Nazwisko 214",Sprzedaż,Pracownik,4900,600,PLN,2026-09-19,user214@example.com,+48100100214,Warszawa,Polska,UoP,11,174,Aktywny,5,"Projekt 214","Rozliczenie miesiąca dla użytkownika 214"
215,"Imię 215","Nazwisko 215",Logistyka,Pracownik,5000,750,PLN,2026-09-20,user215@example.com,+48100100215,Warszawa,Polska,UoP,12,175,Aktywny,1,"Projekt 215","Rozliczenie miesiąca dla użytkownika 215"
216,"Imię 216","Nazwisko 216",Sprzedaż,Specjalista,5100,900,PLN,2026-09-21,user216@example.com,+48100100216,Warszawa,Polska,UoP,1,176,Aktywny,2,"Projekt 216","Rozliczenie miesiąca dla użytkownika 216"
217,"Imię 217","Nazwisko 217",Logistyka,Pracownik,5200,0,PLN,2026-09-22,user217@example.com,+48100100217,Warszawa,Polska,UoP,2,177,Aktywny,3,"Projekt 217","Rozliczenie miesiąca dla użytkownika 217"
218,"Imię 218","Nazwisko 218",Sprzedaż,Pracownik,5300,150,PLN,2026-09-23,user218@example.com,+48100100218,Warszawa,Polska,UoP,3,178,Aktywny,4,"Projekt 218","Rozliczenie miesiąca dla użytkownika 218"
219,"Imię 219","Nazwisko 219",Logistyka,Specjalista,5400,300,PLN,2026-09-24,user219@example.com,+48100100219,Warszawa,Polska,UoP,4,179,Aktywny,5,"Projekt 219","Rozliczenie miesiąca dla użytkownika 219"
220,"Imię 220","Nazwisko 220",Sprzedaż,Pracownik,5500,450,PLN,2026-09-25,user220@example.com,+48100100220,Warszawa,Polska,UoP,5,180,Aktywny,1,"Projekt 220","Rozliczenie miesiąca dla użytkownika 220"
221,"Imię 221","Nazwisko 221",Logistyka,Pracownik,5600,600,PLN,2026-09-26,user221@example.com,+48100100221,Warszawa,Polska,UoP,6,181,Aktywny,2,"Projekt 221","Rozliczenie miesiąca dla użytkownika 221"
222,"Imię 222","Nazwisko 222",Sprzedaż,Specjalista,5700,750,PLN,2026-09-27,user222@example.com,+48100100222,Warszawa,Polska,UoP,7,182,Aktywny,3,"Projekt 222","Rozliczenie miesiąca dla użytkownika 222"
223,"Imię 223","Nazwisko 223",Logistyka,Pracownik,5800,900,PLN,2026-09-28,user223@example.com,+48100100223,Warszawa,Polska,UoP,8,183,Aktywny,4,"Projekt 223","Rozliczenie miesiąca dla użytkownika 223"
224,"Imię 224","Nazwisko 224",Sprzedaż,Pracownik,5900,0,PLN,2026-09-01,user224@example.com,+48100100224,Warszawa,Polska,UoP,9,184,Aktywny,5,"Projekt 224","Rozliczenie miesiąca dla użytkownika 224"
